,id,label,n_tweets,n_mentions,country
5317,24194,prncssofpups,1,0, USA
5318,24195,doggo_mint,1,0, USA
5319,24202,avatarelphaba91,1,0, USA
5320,24205,mylifestory523,1,0, USA
5321,24207,francesca_e_m,1,0, UK
5322,24210,nerdywoopuff,1,0, USA
5323,24211,zackeriaha,1,0, UK
5324,24214,livcer_9,1,0, Mexico
5325,24220,copperbird7,1,0, USA
5326,24221,yeagerh01,1,0, USA
5327,24225,zljoseguillermo,1,0, Mexico
5328,24230,bernayigitturk,1,0, Turkey
5329,24231,nicole_bertrand,1,0, USA
5330,24234,holisticdawn_,1,0, USA
5331,24235,hugo_thibaut,3,0, France
5332,24236,aaragimenez,1,0, Paraguay
5333,24239,cacher_nicole,3,0,Costa Rica
5334,24243,kristenpoz,1,0, USA
5335,24252,elysianjisung,1,0, Mexico
5336,24254,ohbrandonwhy,1,0,United States
5337,24269,prichplus2,1,0, USA
5338,24271,margiesmart8201,1,0, USA
5339,24276,jabberwock_e,1,0, Venezuela
5340,24282,jocelyn_studios,1,0, UK
5341,24283,estupian_olfer,1,0, Colombia
5342,24291,cafemari,1,0, Japan
5343,24292,slangcares,1,0, USA
5344,24294,xtevolution,1,0, USA
5345,24298,micasafa,1,0, USA
5346,24302,fastestwink,1,0, Canada
5347,24305,by_tatu,1,0, France
5348,24309,ellieellen_t,1,0, UK
5349,24311,sarusaru72,1,0, Japan
5350,24314,furkanarslan__,0,1, USA
5351,24320,51700_caroline,2,0,United States
5352,24329,valeriilpz,1,0, Argentina
5353,24335,realcuriouswolf,1,0, USA
5354,24344,ricardo_7521,1,0, Colombia
5355,24345,aknehir_samet,1,0, Turkey
5356,24354,kevin_kanan,1,0, Colombia
5357,24369,celiamrtt,2,0, Canada
5358,24371,chenall71,1,0, Colombia
5359,24373,puduprince,1,0, USA
5360,24379,jessann1487,1,0, USA
5361,24380,charmed_one2323,1,0, USA
5362,24383,zack_1800,1,0, Mexico
5363,24388,maturin007,1,0, Ireland
5364,24390,august_jacinto,2,0,Philippines
5365,24393,superyennyyy,1,0, Canada
5366,24398,halilbartin,3,0,Turkey
5367,24404,whateveralfre,1,0, Puerto Rico
5368,24407,iosu_blanco,1,0, Spain
5369,24418,666k9s,1,0, USA
5370,24428,cu_tibetanos,1,0,Spain
5371,24435,damnjoliza,1,0, USA
5372,24438,diego_lopezalfa,1,0, USA
5373,24439,coro_allegro,1,0, USA
5374,24444,pau0562002,1,0, Mexico
5375,24445,backspring2011,2,0, USA
5377,24448,aaraiza,1,0, USA
5378,24451,sugarplumpussy,1,0, USA
5379,24454,warrendeed,1,0, USA
5380,24455,pauladrake,1,0, USA
5381,24456,lilylogsd0n,1,0, USA
5382,24458,siera_standifer,2,0, Germany
5383,24460,threndyleski,2,0, Canada
5384,24494,sonialg1975,1,0, Mexico
5385,24504,yellowbirdcjk,1,0, USA
5386,24506,shcskl,1,0, Mexico
5387,24521,stephenhblack,1,0, USA
5388,24524,transepoetique,1,0, Haiti
5389,24528,woot_master,2,0, USA
5390,24530,bohemdegil,1,0, Turkey
5391,24533,shak091379,1,0, USA
5392,24536,wogletree,1,0, USA
5393,24541,madurosmid,1,0, Mexico
5394,24542,suavinwife,1,0,United States
5395,24544,thesmall_one,1,0,United Kingdom
5396,24546,mattgoncalvs,1,0, USA
5397,24548,tibuur,1,0,Argentina
5398,24554,nievedetristeza,1,0, USA
5399,24560,bryan_chusin,1,0, Ecuador
5400,24561,nadirivarola,1,0,Paraguay
5401,24576,brul0rd,1,0, Brazil
5402,24579,meyuselif,2,0, Turkey
5403,24585,_johndunne,1,0, Ireland
5404,24587,j_rkings6,1,0, USA
5405,24588,emrahaltunoglu,1,0, USA
5406,24616,vichi_ni,1,0, Paraguay
5407,24626,seokseoksoo,1,0, USA
5408,24635,cinimodyeslah,1,0, USA
5409,24642,misterdebuono,6,1, Canada
5410,24649,katlanacross,1,0, USA
5411,24658,girvi_,1,0,Italy
5412,24659,stognazzini,1,0, Canada
5413,24664,mlbjess,1,0,Canada
5414,24681,juste_alicious,2,0, USA
5415,24685,imnotready98,1,0, Canada
5416,24687,o_mimikyu_o,1,0, Japan
5417,24688,anthea_btt,2,0,France
5418,24689,maeveladanga,1,0, Philippines
5419,24692,lovemychalaway,1,0, USA
5420,24695,spacejamfan,2,0, USA
5421,24700,dpp,1,0, USA
5422,24702,the_peach_scene,1,0, USA
5423,24703,ohgabiu,0,1, Brazil
5424,24715,sarah_mari3_g,1,0, USA
5425,24720,_aristxmo,1,0,Mexico
5426,24724,jdanner46,1,0, USA
5427,24725,akihibiscus,1,0, USA
5428,24733,librariankara,1,0, USA
5429,24738,jackie_sabba,1,0,United States
5430,24741,anoronhaa,1,0, USA
5431,24745,xwheresmycoffee,1,0, Spain
5432,24751,sarahdelipski,1,0, USA
5433,24752,stacy_redvirgo,1,0, USA
5434,24755,mjcjamie,1,0, USA
5435,24766,baidrap,0,1, USA
5436,24769,ybl_ybl414,1,0, USA
5437,24773,_pttmnnml,1,0, Poland
5438,24788,libreti_apuntes,1,0, Colombia
5439,24792,halfcaperfarm,3,0, Canada
5441,24799,wmtkymchang,1,0, Japan
5442,24809,zimonrock,1,0, Colombia
5443,24811,julio_roberts20,1,0, Mexico
5444,24812,trapstar_alex,1,0, USA
5445,24825,accountfora,1,0, USA
5446,24831,annemeanders,1,0, USA
5447,24832,frogsage,1,0, USA
5448,24840,gwenline56,1,0, France
5449,24842,lola25876198,1,0, UK
5450,24858,jenncarr,1,0, USA
5451,24862,constxlacion,1,0, USA
5452,24864,lukasmihxn,1,0, Germany
5453,24865,mjgrace_,1,0, USA
5454,24871,kwalaterps,1,0, Philippines
5455,24872,hectoretamoza,1,0,Mexico
5456,24874,vtcamerondaniel,1,0, USA
5457,24878,mulhollanddriv4,1,0, Japan
5458,24883,cheshire2225,1,0, Colombia
5459,24885,samepartoftown1,1,0,Poland
5460,24894,tunahandonmezz,1,0, Turkey
5461,24901,snarkylicious,2,0, USA
5462,24911,denise_cerami,1,0, USA
5463,24922,crazyallnight,1,0, Brazil
5464,24931,margaritaplyn,1,0, USA
5465,24945,stonybrooku,3,0, USA
5466,24948,cincat83,2,0, USA
5467,24957,katizsche,1,0, Colombia
5468,24967,miagl11,2,0,United States
5469,24969,cojedescom,1,0, Venezuela
5470,24970,nairoby1806,0,1, Venezuela
5471,24971,anabelle_a_,1,0, USA
5472,24975,tilnightfall,2,0, USA
5473,24982,thesilverchaos,2,0, Australia
5474,24983,monsterkingarou,1,0, Portugal
5475,24984,jyryntheactor,1,0, USA
5476,24991,virgoinservice,3,0, USA
5477,24993,tymanmayo,1,0, Costa Rica
5478,24995,amandas1297,1,0, USA
5479,24998,teng2417,2,0, Taiwan
5480,25012,iche_me,2,0, USA
5481,25014,joshuagrotheer,3,1, USA
5484,25019,ainaisfabaf,1,0, USA
5485,25022,pb_andjly,1,0, USA
5486,25024,hockeyfanaticc,1,0,Canada
5487,25026,iamalvintran,1,0, USA
5488,25028,baiku87,1,0, South Africa
5489,25031,alboo022002,3,0, USA
5491,25035,tacticalkittyx2,1,0, USA
5492,25037,mizumarshes,1,0, USA
5493,25039,jayde_ram,1,0, USA
5494,25043,val_amarilla16,0,1, Colombia
5495,25046,quepanca,1,0, USA
5496,25055,sabcorrine,1,0, USA
5497,25058,jabdxn,1,0,Venezuela
5498,25060,mecart,1,0, Mexico
5499,25062,stoffelofogus,1,0, USA
5500,25063,rdsmj14jjjrr,1,0, Brazil
5501,25073,kalvin_master,1,0, USA
5502,25085,s_wl_,2,0, France
5503,25087,miranda_briseno,3,0, USA
5504,25095,john_salami23,1,0,United States
5505,25099,playingforpride,2,0, USA
5506,25118,enchanted_bleu,1,0,United States
5507,25123,mmbrowne,2,0, Belgium
5508,25127,ekitchener97,1,0, UK
5509,25129,seeuatchris,1,0,Netherlands
5510,25130,frxths,1,0, Argentina
5511,25133,bobguildner,2,0, USA
5512,25136,mysitc_celtic81,1,0, USA
5513,25138,brat0ut0fhell,1,0, USA
5514,25139,delwchi,1,0, Argentina
5515,25146,kylieknudson,1,0, USA
5516,25147,jalessandrog,1,0, Mexico
5517,25154,srlevesque,1,0, Canada
5518,25156,iawoolford,1,0, Australia
5519,25161,cquoisister,2,0, USA
5520,25165,mitgc_cm,1,0, USA
5521,25176,emperadora10969,1,0, Canada
5522,25177,dxllann,1,0, Japan
5523,25186,camilogvillegas,2,0, Spain
5525,25188,vyrongg,2,0, Peru
5527,25192,pamebsosa,1,0, Paraguay
5528,25194,funkyartist,1,0, USA
5529,25197,adriana_17_12,2,0, Chile
5530,25199,0ffgunn,1,1, Romania
5531,25200,oofuricentral,1,0, USA
5532,25204,araalise,1,0, USA
5533,25211,linkayriccam,2,0, USA
5534,25212,yadigarycl,1,0, Turkey
5535,25215,wmcolliemd,1,0, USA
5536,25216,granchacocroata,0,2, Italy
5537,25231,harunosairai,1,0, Canada
5538,25237,alyarlotch,1,0, USA
5539,25238,locolatinostud,1,0, Canada
5540,25241,kinchanoo,2,1, USA
5541,25245,allisonrt_97,1,0,Ecuador
5542,25248,bubiulgen,1,0, USA
5543,25250,torrionero,1,0, Mexico
5544,25256,tinysodium,1,0,Latin America
5545,25258,rawrglicious,1,0, USA
5546,25263,lilvintagedoll,1,0, Turkey
5547,25264,ballilokmayiz,0,1,Turkey
5549,25273,jimmypalmieri,3,0, USA
5550,25275,_hannahhhb,1,0, USA
5551,25277,justsomeitgirl,1,0, USA
5552,25287,fivedirections,1,0, USA
5553,25289,paganforge,2,0, Canada
5554,25290,clover_guy,1,0, Japan
5555,25292,truthful_topher,1,0, USA
5556,25294,randomstardust_,1,0, USA
5557,25297,jonnyhtw,1,0, New Zealand
5558,25303,ads31197,1,0, USA
5559,25305,cr_nna,2,1, Netherlands
5560,25318,snowfairy98,1,0, UK
5561,25325,yayayarndiva,1,0, USA
5562,25328,dr_squarenuts,1,0, Canada
5563,25334,presleymath,1,0, USA
5564,25337,thatgirlleslie,1,0, USA
5565,25348,drmoiio,1,0, Mexico
5566,25350,sixfootfiveguy,1,0, USA
5567,25351,lesleyorozxo,1,0, France
5568,25357,55andwhat,1,0, USA
5569,25361,kaylaxortiz,1,0, USA
5570,25375,_atsushii_,1,0, Brazil
5571,25376,zuzannnnnna,1,0, USA
5572,25381,carden_eugene,1,0, USA
5573,25387,denise3664,1,0, USA
5574,25391,julioiuls,2,0, Mexico
5575,25394,voopytimes,1,0, USA
5576,25398,shibagiro1,1,0, Japan
5577,25400,turestaa,1,0, UK
5578,25402,aizukifuu,1,0, USA
5579,25404,wergadelsur,1,0, Mexico
5580,25412,patariski,1,0, USA
5581,25418,pon8paloscuates,1,0, Mexico
5582,25420,itsnandibby,1,0, USA
5583,25424,melinagzl01,1,0, Paraguay
5584,25429,ohohyeah,1,0, USA
5585,25437,xlove_delilahx,1,0, USA
5586,25442,payoshnis,1,0, India
5587,25443,dominicdsmith,1,0, Netherlands
5588,25468,soaresflav,1,0, Brazil
5589,25469,gender_blob,1,0, USA
5590,25473,neillovesbanana,1,0, Philippines
5591,25475,xxoxbrittany,1,0, USA
5592,25476,thunflowerchild,1,0, USA
5593,25477,queenkevins,1,0, USA
5594,25496,rhondasaddress,1,0, USA
5595,25497,diargaga,1,0, Mexico
5596,25507,xo_kandice_ox,1,0, USA
5597,25526,carlosmgdn,1,0, Mexico
5598,25531,maki_cfs,1,0, Japan
5599,25535,hey_thisforever,1,0,Colombia
5600,25537,hamburgfootlong,1,0, USA
5601,25544,ivolivares,1,0, Chile
5602,25547,xyz_sal,1,0, Nigeria
5603,25548,snakefoodfarmer,1,0, USA
5604,25550,erin101green,1,0, USA
5605,25553,lpglss,1,0, USA
5606,25556,stylemstrg_jon,1,0, USA
5607,25558,xtineepm,1,0, USA
5608,25565,miamicuban,6,0, USA
5609,25572,fbcoach1116,1,0, Canada
5610,25574,pkfgb,1,0,Venezuela
5611,25579,flac10,1,0, Mexico
5612,25581,rockinhair7,1,0, USA
5614,25588,iandetss,1,0, USA
5615,25593,laannaae,1,0, USA
5616,25595,apolloinjustice,1,0, USA
5617,25599,sgtpeppper,1,0, Canada
5618,25606,teonnyspears,1,0, USA
5619,25608,enidlogan,1,0, USA
5620,25611,willy1_1995,1,0, Colombia
5621,25612,dluognej,1,0, USA
5622,25617,kellywittbooks,2,0, USA
5623,25619,bessiebessbess,1,0, USA
5624,25631,jannabrenner1,1,0, USA
5625,25634,loueejii,1,0, USA
5626,25641,shipper_love26,1,0,Colombia
5627,25651,_valentinagarc_,1,0,Colombia
5628,25655,dynarski,2,0, USA
5629,25659,astrogeek895,1,0, USA
5630,25660,farandwee,3,0, USA
5631,25662,andronauts,1,0, United States
5632,25667,astoundingsol,1,0, USA
5633,25669,oviedo_tapia,1,0, Colombia
5634,25676,nikki55271,1,0, USA
5635,25678,luivargas06,1,0, Costa Rica
5636,25679,twilightgalax,1,0, USA
5637,25707,doxiitah,2,0, USA
5638,25708,cosplaycouture,1,0, USA
5639,25720,daeyunique,1,0, USA
5640,25728,camposaurus1,1,0, UK
5641,25729,keishy_27,2,0, Ecuador
5642,25730,alexandramatch,1,0, USA
5643,25733,negron_kay,1,0, USA
5644,25738,ch_sunjun,1,0, USA
5645,25744,lovinghaash,1,0, Costa Rica
5646,25745,boldandsexy91,1,0, India
5647,25746,jeremyrockville,1,0, USA
5648,25749,hereiisdana,1,0, United States
5649,25753,huesiemama,1,0, USA
5650,25760,bucinudli_usa,1,0,United States
5651,25761,iblogalott,1,0, USA
5652,25764,elmstreetarts,1,0, USA
5653,25769,soeeyezz7,1,0, Mexico
5654,25770,palmbeach4h,3,0, USA
5655,25777,paulaellaine1,1,0, USA
5656,25780,ejboldlyteaches,1,0, USA
5657,25789,weirdzebrazone,1,0, USA
5658,25791,ledzeppr,1,0, Puerto Rico
5659,25793,lqsea,1,0, Mexico
5660,25794,kackysue,1,0, USA
5661,25795,harleemama,1,0, USA
5662,25796,martycoolmorph,1,0, USA
5663,25797,ocjason,1,0,United States
5664,25798,giv0wl,1,0, USA
5665,25801,traceyhabla,1,0, USA
5666,25802,jaimelubin,2,0, USA
5667,25803,edenarielmusic,2,2, USA
5668,25817,hingdpotter,3,2, USA
5669,25824,a_joseale,1,0, Colombia
5670,25826,warlock082,1,0, USA
5671,25827,soyprosak,2,1, Spain
5672,25832,jdlovitz,1,0, USA
5673,25836,aliflynngaffney,1,0, USA
5674,25842,emmaaaa_v,1,0,Colombia
5675,25843,nbrx,1,0, Mexico
5676,25852,danivff,1,0,Venezuela
5677,25855,580chels,1,0, USA
5678,25861,cnbanana,1,0, Thailand
5679,25863,dayannadx,1,0, USA
5680,25873,pisces_trxsh,1,0, UK
5681,25875,crispyliketuron,1,0, USA
5682,25877,imjustdalesia,1,0, USA
5683,25885,seansmith141965,1,0, Ireland
5684,25889,anagonzabaym,1,0, USA
5685,25890,castle_sandi,1,0, Mexico
5686,25896,booksandsinging,1,0, Australia
5687,25900,rosana_fanjul,1,0, Argentina
5688,25909,vantablackjoker,1,0,New Zealand
5689,25915,ceili_woman,1,0, USA
5690,25918,gmlavern,1,0, USA
5691,25924,pfletcherj,1,0, USA
5692,25927,rh92880,1,0,United States
5693,25935,jxmmyhendrxx,1,0, USA
5694,25940,saucy_alex35,1,0,United States
5695,25948,_sagittarius_95,1,0, USA
5696,25950,dcolgren,3,0, USA
5697,25962,carmenlynn_,1,0, USA
5698,25966,jin_jin_jinta,1,0, 東京都新宿区新宿2-14-9 島崎ビル1F
5699,25969,mel_rc23,1,0, USA
5700,25971,marianacascall1,1,0,Argentina
5701,25973,fayedorablez,1,0, USA
5702,25974,_soynath,1,0, Ecuador
5703,25977,jjbonilla78,1,0, Puerto Rico
5704,25981,honeyynkk,1,0, USA
5705,25985,woodstok93,1,0, Mexico
5706,25987,pugster207,1,0, USA
5707,26001,notquavoyoda,1,0, USA
5708,26006,1disntdeadokay,1,0, USA
5709,26013,__sierralynn__,1,0, USA
5710,26024,notyourgerms,1,0, USA
5711,26028,513_5936,1,0, USA
5712,26031,beckyelenaa,1,0, Turkey
5713,26038,calvinjburke,5,2, USA
5714,26053,dquichimbo,1,0,Ecuador
5715,26056,nacol,1,0, USA
5716,26058,amo_karadayi,15,0,Argentina
5717,26059,leonilghadi,1,0,Jeddah Saudi Arabia
5718,26061,solounidolo,1,0, Ecuador
5719,26062,brianbankz1,1,0, USA
5721,26065,rushumedcollege,1,0, USA
5722,26071,unsweetbish,1,0, United States
5723,26086,lcvcrbcy,1,0, USA
5724,26092,jaquelintva,1,0, Mexico
5725,26094,shirgoldbird,2,0, USA
5726,26099,craigpwoodjr,1,0, USA
5727,26104,marielovestae,1,0, USA
5728,26119,yuramoscote,1,0, Colombia
5729,26122,lutz_elijah,1,0, USA
5730,26126,terrillz48,1,0, USA
5731,26130,khawannli,2,0,Australia
5732,26135,cyndy_jt,1,0, USA
5733,26140,angelictrabs_,1,0, Philippines
5734,26142,joelismybae_,1,0, South Korea
5735,26150,mosslovesummers,1,0, USA
5736,26151,usfrontrow,1,0,United States
5737,26152,10tammyc,1,0, USA
5738,26168,marcosozuna_,1,0, Paraguay
5739,26170,masterreviewer2,1,0, USA
5740,26174,lyyved,2,0, USA
5741,26175,dezday215,1,0, USA
5742,26176,zairacitlalli4,1,0, USA
5743,26179,arbitrarymonikr,1,0, USA
5744,26182,arabianjem,1,0, USA
5745,26187,austintemple24,1,0, USA
5746,26189,mahmilk123,1,0,Fiji
5747,26190,stylesnlipa_,1,0, USA
5748,26192,baroquenbougie,2,0, Canada
5749,26199,lucey87,1,0, Canada
5750,26201,fabul1st,1,0, USA
5751,26204,valecristall,1,0, USA
5752,26205,liv_torres,1,0, Spain
5753,26206,saribenitezc,1,0, Argentina
5754,26208,richard_site,1,0, Mexico
5755,26212,potatogisselle,1,0, USA
5756,26231,nataliagp2015,5,0, Argentina
5758,26232,claraalejan22,1,0, Colombia
5759,26239,allsaldamando16,1,0, Peru
5760,26249,mayagittelman,1,0, USA
5761,26250,xxiceflakesxx,1,0, Ireland
5762,26254,chriispeaks,1,0, Colombia
5763,26262,llanerchymedd12,1,0, UK
5764,26269,philopeanut,1,0, USA
5765,26270,abcmuell,0,3, USA
5766,26281,stdl_ver3,1,0, Japan
5767,26283,staircaseballet,1,0, USA
5768,26284,ilenes57,1,0, USA
5769,26285,mouseydew,1,0, USA
5770,26287,vera,1,0, Brazil
5771,26298,alvadushis,2,0, Mexico
5772,26302,joselpadronc,1,0, Venezuela
5773,26303,fausst_,1,0, Mexico
5774,26304,polo_rl2,1,0, Chile
5775,26315,dizzydezzi2010,3,0, USA
5776,26322,kendall_downing,2,0, USA
5777,26325,deprsdbiatch,1,0, Canada
5778,26332,nubiasprince,1,0, USA
5779,26334,sauceytej,1,1, USA
5780,26337,gerital29050411,1,0, Colombia
5781,26345,emmanuelbyy,3,3, Philippines
5784,26347,cayagutierrez,1,0, Colombia
5785,26350,jordankehrt,1,0, USA
5786,26351,youlovedezi,1,0, USA
5787,26367,tripleseis,1,0, UK
5788,26373,imandersonreyes,1,0, Venezuela
5789,26376,jromero1684,1,0, Mexico
5790,26384,nathaliewalkerr,1,0, Philippines
5791,26389,maynghoe,1,0, USA
5792,26406,auxburnhue,1,0, USA
5793,26407,tatn,5,0, USA
5794,26413,allalezan,1,0, Brazil
5795,26418,luluka_25,1,1, Brazil
5797,26422,ibejac,2,0, Canada
5798,26431,celicalms,1,0, USA
5799,26437,totalspiffage,1,0, USA
5800,26440,sweets_desire,1,0, USA
5801,26447,sergioalejo9812,1,0, Colombia
5802,26451,alvagraul,1,0, Mexico
5803,26454,sxcialite,1,0, USA
5804,26459,hazelsalvadorrr,1,0,Philippines
5805,26461,makoefforts,1,0, USA
5806,26466,pikamoxie,1,0, USA
5807,26467,kyvirginaj,1,0, USA
5808,26468,neachellanne_,1,0, USA
5809,26480,mmxrbb,1,0, USA
5810,26490,tfigs121,1,0, USA
5811,26496,etceverywhere,1,0, USA
5812,26498,vjanbazian,1,0, USA
5814,26501,peedroo_c,2,0, USA
5815,26509,metadancer,1,0, USA
5816,26518,furbreze,2,0, USA
5817,26521,longse73,1,0, USA
5818,26525,soniavivianaven,2,0, USA
5819,26526,zombsona,1,0, USA
5820,26527,doodlebcy,1,0, USA
5821,26529,karaage1117,1,0, Japan
5822,26530,generic__erik,1,0, USA
5823,26531,roccomaddox2,1,0, USA
5824,26536,deobaldia,1,0,Panama
5825,26543,jeniken78,6,0, USA
5826,26550,viciosoysumiso,1,0, Ecuador
5827,26557,boredtimz,1,0, USA
5828,26559,thesilverfield_,2,0, USA
5829,26563,michele_norris,0,1, USA
5830,26579,dkslilhoe,1,0, USA
5831,26586,kaoruwatsukin_n,1,0, Colombia
5832,26589,beinglearner100,3,0, India
5833,26592,mikaanabieza,2,0, United States
5834,26593,jaredytodie,1,0,United States
5835,26603,shaku8,3,0, Japan
5836,26624,lewis_gideon,1,0, UK
5837,26634,castle_tillie,1,0, UK
5838,26635,cieloainfierno,3,0, Mexico
5839,26639,celina_piari,1,0, USA
5840,26641,jamsnotjim,1,0, USA
5841,26648,estherassad,1,0, Mexico
5842,26661,filafresh,2,0, USA
5843,26662,tricia_fierro,1,0, USA
5844,26665,dang_again_,1,0, India
5845,26667,dc_fieber,1,0, USA
5846,26668,keithsharpe7,1,0, UK
5847,26669,yoongspresso,1,0,Canada
5848,26671,greenmindedblog,1,1,Germany
5849,26682,madorairene,3,0, USA
5851,26683,xoangelicamae,1,0, USA
5852,26686,eldritchfantasy,1,0, USA
5853,26689,kayla_palmisano,1,0, USA
5854,26691,nicholatian,1,0, USA
5855,26696,catfish25,1,0, USA
5856,26705,brian98114,1,0, Indonesia
5857,26706,renhollyaster,1,0, USA
5858,26707,4vrafangirl,1,0, USA
5859,26725,pretzellezara,1,0, USA
5860,26735,antiherofangirl,1,0, USA
5861,26740,ozlem_gul08,1,0, Turkey
5862,26743,marcelinaadm26,2,0, Brazil
5863,26747,lizzylemondrop,1,0, USA
5864,26748,curiouser100,1,0, Canada
5865,26749,eanbowman,1,0, Canada
5866,26756,_oglilly,1,0, USA
5867,26759,kelvisjuc_,1,0, Peru
5868,26762,nich0lasille,1,0, USA
5869,26771,marigomen5,1,0, Philippines
5870,26776,littelilydo,1,0, USA
5871,26777,ricknelsonmn1,1,0, USA
5872,26789,mandejess,0,1,Panama
5873,26800,alessrandazzo,1,0, USA
5874,26805,scp58763,1,0, USA
5875,26810,heyitslau,1,0, USA
5876,26811,akopinoybriton,2,0,United Kingdom
5878,26829,readgoib,1,0,Mexico
5879,26833,inoneperson,1,0, USA
5880,26838,la_edgaria,2,0, USA
5881,26839,rifqiabdillah_,2,0, Indonesia
5882,26845,vgkatthedisco,1,0, USA
5883,26849,rjufiar,1,0, USA
5884,26862,liveconcertmap,3,0, USA
5885,26871,jlobo2008,1,0,Cuba
5886,26879,masculynn,1,0, USA
5887,26880,chazharris,1,0, New Zealand
5888,26882,adictoalaverga,1,0, USA
5889,26889,oscarguerrero56,2,0, Mexico
5890,26894,smolgummyyoongs,1,0, USA
5891,26897,abrahamahmml,3,0, Mexico
5892,26915,waitingfvrjamie,3,0, Italy
5894,26918,lifchin,1,0,Colombia
5895,26919,vanteislight,1,0, Brazil
5896,26928,chatty_kathry,1,0, USA
5897,26933,laurirose,1,0, USA
5898,26934,tyleriscoward,2,0, USA
5899,26935,jxyxngx,1,0, USA
5900,26936,love888881love,1,1, USA
5901,26938,bebafa,1,0,Colombia
5902,26950,sadino22,1,0, Germany
5903,26952,barba_super,1,0, Mexico
5904,26953,badboy23_joseph,1,0, USA
5905,26955,arunabolaky,2,0, Switzerland
5906,26956,epri__,1,0, Japan
5907,26961,cazziamazzi,1,0, USA
5908,26962,ugotruffelli,0,1, Italy
5909,26966,styr28,1,0, Thailand
5910,26971,lexincl,1,0, Australia
5911,26982,erlklnc,1,0, Turkey
5912,26989,2christian,1,0, USA
5913,27001,j311a,1,0, USA
5914,27002,as_adkins,1,0, USA
5915,27012,annaclaudiamori,2,0, Switzerland
5916,27014,sein_blank,1,0, USA
5917,27024,canete_fabricio,1,0, Paraguay
5918,27026,suzgw,1,0, USA
5919,27027,_parad8x,1,0, USA
5920,27033,ctgtstream,1,0, USA
5921,27039,jakarsenal,1,0, Thailand
5922,27060,introvertabbie,1,0, UK
5923,27062,frentelgbtiec,1,0,Ecuador
5925,27066,ghostiinurie,1,0, USA
5926,27070,94modelinsan,1,0, Turkey
5927,27071,mertdass,0,1, Turkey
5928,27079,sandycorrea94,2,0, USA
5929,27085,howlingdrakesng,1,0,United States
5930,27097,souldorie,1,0, USA
5931,27099,lidiarender,1,0,United States
5932,27101,zhaisse,2,0, USA
5933,27106,pollygrey4,1,0, UK
5934,27119,davehluchy,1,0, USA
5935,27128,sinister_sinful,1,0, USA
5936,27129,xthanksjdols,1,0, Italy
5937,27135,pumpkingrave,1,0, USA
5938,27136,thelionesstc,1,0, USA
5939,27142,ianpoynter,1,0, USA
5940,27144,anuat_jennylyn,1,0, Philippines
5941,27147,donnavivino,0,1, USA
5942,27150,george_revutsky,1,0, USA
5943,27151,juaniux_,1,0, Mexico
5944,27156,_likeabbas,1,0, USA
5945,27157,abel_im,2,0, Spain
5946,27164,camyllola,1,0, Italy
5947,27169,liste_lobisi,1,1,Turkey
5948,27173,zhngjnette,1,0, USA
5949,27185,xlightsofhope,1,0, Italy
5950,27186,reallifewho,1,0,Poland
5951,27189,pennyxxelliott,1,0, USA
5952,27192,raelee514,1,0, USA
5953,27198,lmjcmilanw,1,0, USA
5954,27209,s9_akari0719,1,0, Japan
5955,27213,byeongkwvn,1,0, USA
5956,27215,jequijano99,1,0, Philippines
5957,27231,robertsjean58,2,0, USA
5958,27233,rodenwolfob,1,0, USA
5959,27240,justinexxcdl,1,0,France
5960,27247,musicaleemars,1,0, USA
5961,27252,kimcarrera,1,0, United States
5962,27260,rumeysaerss,1,0, Turkey
5963,27267,margomargo_,1,0, USA
5964,27270,tvmakinesi,1,0, Turkey
5965,27272,elias_fog,1,0, France
5966,27277,ivarsodin,1,0, USA
5967,27278,angelinagrinova,1,0, 02000
5968,27280,turnarounduk,1,0, UK
5969,27283,solarblue_,2,0,Greece
5970,27284,l_ittle_shar_k,1,0, Russia
5971,27297,joohyvnz,1,0, USA
5972,27301,elffkizi,1,0, Turkey
5973,27307,mikesheahan,1,0, USA
5974,27310,rvnghost,1,0, Italy
5975,27313,lullaby2007,1,0,Italy
5976,27314,mertroit,1,0, USA
5977,27316,thisisneenz,1,0, UK
5978,27318,ivlas12,1,0, Switzerland
5979,27320,lovekingfriday,1,0, USA
5980,27324,nikki2trill,1,0, USA
5981,27336,jennilly24,1,0, France
5982,27340,s0berdemi,1,0, UK
5983,27341,khzimmer2,1,0, Germany
5984,27345,fadli_oi,1,0, Indonesia
5985,27348,imchocolicious,1,0, Canada
5986,27351,aniratacataca,1,0, Portugal
5987,27355,ybfr_,2,0,Malaysia
5988,27373,ricard_romero,1,0, Spain
5989,27376,batknight06,1,0, USA
5990,27378,gunnerbunner,1,0, USA
5991,27380,cecilos,1,0, Spain
5992,27382,finnybunnyboy,1,0, USA
5993,27384,yagizcanakbulut,1,0, Turkey
5994,27395,mkilonzo2004,2,0, USA
5995,27398,debnalycias,1,0,Belize
5996,27401,serifffee,1,0, Turkey
5997,27413,aguirreruiz78,1,0, Mexico
5998,27420,rhianna_thrupp,1,0, Australia
5999,27421,spicygil,1,0, USA
6000,27423,mike30526,1,0, USA
6001,27424,cyliaanglo,1,0, UK
6002,27430,symneverdie,1,0, Thailand
6003,27432,bombsfalltual,2,0, Canada
6004,27438,mapspen,1,0, USA
6005,27439,vika9791,1,0, Spain
6006,27447,natashasbaby,1,0, Argentina
6007,27448,molamolayum,1,0,Thailand
