,from, to, weight, directed
1280,1550,1551,1,True
1281,1550,555,1,True
1282,1550,1550,1,True
1283,1550,1552,1,True
1284,1553,1554,1,True
1285,1553,1555,1,True
1286,1553,1556,1,True
1287,1557,1534,1,True
1288,1557,1535,1,True
1289,1557,1536,1,True
1290,1557,1537,1,True
1291,1558,1558,1,True
1292,1558,1559,1,True
1293,1558,1560,1,True
1294,1561,1562,1,True
1295,1563,935,1,True
1296,1563,936,1,True
1297,1564,1534,1,True
1298,1564,1535,1,True
1299,1564,1536,1,True
1300,1564,1537,1,True
1301,1565,1566,1,True
1302,1567,1534,1,True
1303,1567,1535,1,True
1304,1567,1536,1,True
1305,1567,1537,1,True
1306,1568,1569,1,True
1307,1568,1570,1,True
1308,1571,1534,1,True
1309,1571,1535,1,True
1310,1571,1536,1,True
1311,1571,1537,1,True
1312,1572,1573,1,True
1313,1574,1534,1,True
1314,1574,1535,1,True
1315,1574,1536,1,True
1316,1574,1537,1,True
1317,1575,1534,1,True
1318,1575,1535,1,True
1319,1575,1536,1,True
1320,1575,1537,1,True
1321,1576,1534,1,True
1322,1576,1535,1,True
1323,1576,1536,1,True
1324,1576,1537,1,True
1325,1577,1534,1,True
1326,1577,1535,1,True
1327,1577,1536,1,True
1328,1577,1537,1,True
1329,1578,1150,1,True
1330,1579,1534,1,True
1331,1579,1535,1,True
1332,1579,1536,1,True
1333,1579,1537,1,True
1334,1580,1534,1,True
1335,1580,1535,1,True
1336,1580,1536,1,True
1337,1580,1537,1,True
1338,1581,1582,1,True
1339,1583,1584,1,True
1340,1585,1586,1,True
1341,1587,1582,1,True
1342,1588,21,1,True
1343,1589,237,1,True
1344,1590,1582,1,True
1345,1591,1592,1,True
1346,1591,1591,1,True
1347,1591,1593,1,True
1348,1591,1594,1,True
1349,1595,1596,1,True
1350,1597,1598,1,True
1351,1599,1534,1,True
1352,1599,1535,1,True
1353,1599,1536,1,True
1354,1599,1537,1,True
1355,1600,1582,1,True
1356,1601,1526,1,True
1357,1602,246,1,True
1358,1603,1603,1,True
1359,1604,1605,1,True
1360,1606,1582,1,True
1361,1607,21,1,True
1362,1608,1262,1,True
1363,1609,1534,1,True
1364,1609,1535,1,True
1365,1609,1536,1,True
1366,1609,1537,1,True
1367,1610,1526,1,True
1368,1611,1612,1,True
1369,1611,309,1,True
1370,1613,1614,1,True
1371,1615,1616,1,True
1372,1617,611,2,True
1373,1618,1212,1,True
1374,1618,1142,1,True
1375,1619,343,1,True
1376,1620,730,1,True
1377,1620,731,1,True
1378,1621,1622,1,True
1379,1621,1623,1,True
1380,1624,611,1,True
1381,1625,1626,1,True
1382,1627,1534,1,True
1383,1627,1535,1,True
1384,1627,1536,1,True
1385,1627,1537,1,True
1386,1628,494,1,True
1387,1629,1534,1,True
1388,1629,1535,1,True
1389,1629,1536,1,True
1390,1629,1537,1,True
1391,1630,1582,1,True
1392,1631,1542,1,True
1393,1632,494,2,True
1394,1633,1133,1,True
1395,1634,1534,1,True
1396,1634,1535,1,True
1397,1634,1536,1,True
1398,1634,1537,1,True
1399,1635,1043,1,True
1400,1635,1044,1,True
1401,1636,844,1,True
1402,1637,1638,1,True
1403,1639,1534,1,True
1404,1639,1535,1,True
1405,1639,1536,1,True
1406,1639,1537,1,True
1407,1640,1582,1,True
1408,1641,1642,1,True
1409,1641,1643,1,True
1410,1641,1644,1,True
1411,1645,1646,1,True
1412,1645,1647,1,True
1413,1648,1396,1,True
1414,1649,1650,1,True
1415,1651,1652,1,True
1416,114,1653,8,True
1417,1654,1655,1,True
1418,1656,1582,1,True
1419,1657,1534,1,True
1420,1657,1535,1,True
1421,1657,1536,1,True
1422,1657,1537,1,True
1423,1658,1262,1,True
1424,1659,1660,1,True
1425,1661,1002,1,True
1426,1662,1582,1,True
1427,1663,1534,1,True
1428,1663,1535,1,True
1429,1663,1536,1,True
1430,1663,1537,1,True
1431,1664,1665,1,True
1432,1666,733,1,True
1433,1667,1668,1,True
1434,1667,1669,1,True
1435,1670,1534,1,True
1436,1670,1535,1,True
1437,1670,1536,1,True
1438,1670,1537,1,True
1439,1671,21,1,True
1440,1672,1121,2,True
1441,1672,1122,1,True
1442,1672,1123,1,True
1443,1672,262,1,True
1444,1673,1534,1,True
1445,1673,1535,1,True
1446,1673,1536,1,True
1447,1673,1537,1,True
1448,1674,94,1,True
1449,1674,95,1,True
1450,1675,1676,1,True
1451,1675,1677,1,True
1452,1678,1679,1,True
1453,1680,237,1,True
1454,1681,1682,1,True
1455,1683,1534,1,True
1456,1683,1535,1,True
1457,1683,1536,1,True
1458,1683,1537,1,True
1459,1684,1043,1,True
1460,1684,1044,1,True
1461,1685,1534,1,True
1462,1685,1535,1,True
1463,1685,1536,1,True
1464,1685,1537,1,True
1465,1686,534,1,True
1466,1687,1688,1,True
1467,1689,964,1,True
1468,1690,1345,1,True
1469,1691,237,1,True
1470,1692,1043,1,True
1471,1692,1044,1,True
1472,1693,126,1,True
1473,1693,127,1,True
1474,1694,1695,1,True
1475,1694,1696,1,True
1476,1694,1697,1,True
1477,1698,1699,1,True
1478,1700,1701,1,True
1479,1700,1700,1,True
1480,1702,1396,1,True
1481,1703,1704,1,True
1482,1703,1705,1,True
1483,1706,1707,1,True
1484,1708,1709,1,True
1485,1710,1534,1,True
1486,1710,1535,1,True
1487,1710,1536,1,True
1488,1710,1537,1,True
1489,1711,124,1,True
1490,1712,109,1,True
1491,1713,38,1,True
1492,1714,1715,1,True
1493,1716,1002,1,True
1494,1717,1718,1,True
1495,1719,1720,1,True
1496,1721,1534,1,True
1497,1721,1535,1,True
1498,1721,1536,1,True
1499,1721,1537,1,True
1500,1722,1723,1,True
1501,1724,1534,1,True
1502,1724,1535,1,True
1503,1724,1536,1,True
1504,1724,1537,1,True
1505,1725,1714,1,True
1506,1725,1715,1,True
1507,1726,381,1,True
1508,1727,996,1,True
1509,1728,1043,1,True
1510,1728,1044,1,True
1511,1729,226,1,True
1512,1730,1731,1,True
1513,1732,1733,2,True
1514,1734,1735,1,True
1515,1734,1734,1,True
1516,1734,1736,1,True
1517,1737,877,1,True
1518,1738,1534,1,True
1519,1738,1535,1,True
1520,1738,1536,1,True
1521,1738,1537,1,True
1522,1739,1740,1,True
1523,1739,1741,1,True
1524,1739,141,1,True
1525,1742,1498,1,True
1526,1742,1499,1,True
1527,1742,1500,1,True
1528,1742,1501,1,True
1529,1742,1502,1,True
1530,1743,1744,1,True
1531,1743,1745,1,True
1532,1746,1498,1,True
1533,1746,1499,1,True
1534,1746,1500,1,True
1535,1746,1501,1,True
1536,1746,1502,1,True
1537,1747,956,1,True
1538,1748,1749,1,True
1539,1750,1043,1,True
1540,1750,1044,1,True
1541,1751,1642,1,True
1542,1751,1643,1,True
1543,1751,1644,1,True
1544,1752,8,1,True
1545,1752,9,1,True
1546,1753,1519,1,True
1547,1754,124,1,True
1548,1755,94,1,True
1549,1755,95,1,True
1550,1756,1002,1,True
1551,1757,1758,1,True
1552,1759,1265,1,True
1553,1760,1043,1,True
1554,1760,1044,1,True
1555,1761,1762,1,True
1556,1761,1763,1,True
1557,1764,494,1,True
1558,1765,1766,1,True
1559,1767,1043,1,True
1560,1767,1044,1,True
1561,1768,1769,1,True
1562,1770,1771,1,True
1563,1772,1771,1,True
1564,1773,1771,1,True
1565,1774,1775,1,True
1566,1776,1771,1,True
1567,1777,1534,1,True
1568,1777,1535,1,True
1569,1777,1536,1,True
1570,1777,1537,1,True
1571,1778,1043,1,True
1572,1778,1044,1,True
1573,1779,1771,1,True
1574,1780,1771,1,True
1575,1781,1771,1,True
1576,1782,1783,1,True
1577,1784,21,1,True
1578,1785,1786,1,True
1579,1787,1788,1,True
1580,1789,1771,1,True
1581,1790,1791,1,True
1582,1790,1281,1,True
1583,1792,1749,1,True
1584,1793,555,1,True
1585,1793,556,1,True
1586,1794,1795,1,True
1587,1796,1797,1,True
1588,792,1798,1,True
1589,1799,1771,1,True
1590,1800,1801,1,True
1591,1802,1771,1,True
1592,1803,1804,1,True
1593,1805,1806,1,True
1594,1807,1808,1,True
1595,1807,1809,1,True
1596,1810,1811,1,True
1597,1812,1771,1,True
1598,1813,1771,1,True
1599,1814,1815,1,True
1600,1816,1817,1,True
1601,1816,1816,1,True
1602,1816,1818,1,True
1603,1819,1820,1,True
1604,1819,1821,1,True
1605,1819,1822,1,True
1606,1823,1771,1,True
1607,1824,1771,1,True
1608,1825,1771,1,True
1609,1826,1771,1,True
1610,1827,309,1,True
1611,1828,1829,1,True
1612,1830,1771,1,True
1613,1831,1832,1,True
1614,1831,1833,1,True
1615,1834,1797,1,True
1616,1835,1836,1,True
1617,1835,1837,1,True
1618,1838,1839,1,True
1619,1840,1841,1,True
1620,1842,1771,1,True
1621,1843,1844,1,True
1622,1845,226,1,True
1623,1846,540,1,True
1624,1847,1043,1,True
1625,1847,1044,1,True
1626,1848,1771,1,True
1627,1849,1771,1,True
1628,1850,1851,1,True
1629,1852,1853,1,True
1630,1854,1855,1,True
1631,1856,1771,1,True
1632,1857,1858,1,True
1633,1859,1771,1,True
1634,1860,1771,1,True
1635,1861,97,1,True
1636,1862,1771,1,True
1637,1863,1771,1,True
1638,1864,1771,1,True
1639,1865,1866,17,True
1640,1867,1771,1,True
1641,1868,1771,1,True
1642,1869,1870,1,True
1643,1869,1869,1,True
1644,1869,1871,1,True
1645,1869,1872,1,True
1646,1869,1873,1,True
1647,1874,1875,1,True
1648,1876,1877,1,True
1649,1876,1878,1,True
1650,1879,273,1,True
1651,1880,1881,1,True
1652,1880,1882,1,True
1653,1880,1883,1,True
1654,1884,381,9,True
1655,1885,1886,1,True
1656,1885,1887,1,True
1657,1888,1771,1,True
1658,1889,462,1,True
1659,1890,1262,1,True
1660,1891,1892,1,True
1661,1893,1894,1,True
1662,1893,1895,1,True
1663,1896,1897,1,True
1664,1898,1,1,True
1665,1898,1899,1,True
1666,1900,1534,1,True
1667,1900,1535,1,True
1668,1900,1536,1,True
1669,1900,1537,1,True
1670,1901,1771,1,True
1671,1902,1,1,True
1672,1902,1899,1,True
1673,1903,21,1,True
1674,1904,21,1,True
1675,1905,1906,1,True
1676,1907,1771,1,True
1677,1908,1909,2,True
1678,1910,597,1,True
1679,1911,1771,1,True
1680,1912,1913,1,True
1681,1912,1912,1,True
1682,1914,715,1,True
1683,1915,1771,1,True
1684,1916,1582,1,True
1685,1917,1918,1,True
1686,1919,1582,1,True
1687,1920,1921,1,True
1688,1920,1922,1,True
1689,1923,1924,1,True
1690,1923,1925,1,True
1691,1923,1926,1,True
1692,1927,1928,1,True
1693,1929,844,1,True
1694,1930,1931,2,True
1695,1932,21,1,True
1696,1933,1934,1,True
1697,1935,1936,1,True
1698,1935,1937,1,True
1699,1935,1938,1,True
1700,1939,196,1,True
1701,1939,393,1,True
1702,1940,1771,1,True
1703,1941,1771,1,True
1704,1942,1771,1,True
1705,1943,1944,1,True
1706,1943,1945,1,True
1707,1943,1946,1,True
1708,1947,733,1,True
1709,1948,237,1,True
1710,1949,1950,1,True
1711,1951,1952,1,True
1712,1953,309,2,True
1713,1953,1858,1,True
1714,1954,809,1,True
1715,1954,1955,1,True
1716,1954,1956,1,True
1717,1954,1957,1,True
1718,1954,1958,1,True
1719,1954,1959,1,True
1720,1954,1960,1,True
1721,1961,1771,1,True
1722,1962,1771,1,True
1723,1963,1964,1,True
1724,1965,101,1,True
1725,1966,1043,1,True
1726,1966,1044,1,True
1727,1967,1411,1,True
1728,1968,1969,1,True
1729,1970,935,1,True
1730,1970,936,1,True
1731,1971,1972,1,True
1732,1973,381,6,True
1733,1974,1975,1,True
1734,1976,808,2,True
1735,1976,1977,1,True
1736,1978,1979,1,True
1737,1978,1142,1,True
1738,1980,1771,1,True
1739,1981,1771,1,True
1740,1982,1771,1,True
1741,1983,1984,1,True
1742,1985,1986,1,True
1743,1985,1987,1,True
1744,1988,1989,1,True
1745,1990,1797,1,True
1746,586,1892,1,True
1747,1991,1992,1,True
1748,1993,611,1,True
1749,1994,1995,1,True
1750,1996,94,1,True
1751,1996,95,1,True
1752,1997,114,3,True
1753,1998,1999,1,True
1754,1998,2000,1,True
1755,1998,2001,1,True
1756,2002,1995,1,True
1757,2003,237,1,True
1758,2004,1584,1,True
1759,2005,2006,1,True
1760,2007,2008,1,True
1761,2009,1771,1,True
1762,2010,2011,1,True
1763,2012,1598,1,True
1764,2013,1771,1,True
1765,927,927,1,True
1766,2014,1771,1,True
1767,2015,2016,1,True
1768,2017,2018,1,True
1769,2019,1964,1,True
1770,2020,1411,1,True
1771,2021,1964,1,True
1772,2022,2023,1,True
1773,2022,2024,1,True
1774,2025,1771,1,True
1775,2026,844,1,True
1776,2027,1534,1,True
1777,2027,1535,1,True
1778,2027,1536,1,True
1779,2027,1537,1,True
1780,2028,2029,1,True
1781,2030,2031,1,True
1782,2032,1,2,True
1783,2032,1899,1,True
1784,2033,97,1,True
1785,1986,2034,1,True
1786,2035,1188,1,True
1787,2036,1771,1,True
1788,2037,1771,1,True
1789,2038,1771,1,True
1790,2039,1740,1,True
1791,2039,1741,1,True
1792,2039,141,1,True
1793,2040,2041,1,True
1794,2042,2043,2,True
1795,2042,2042,2,True
1796,1035,2044,1,True
1797,1035,1033,1,True
1798,1035,1035,1,True
1799,1035,2045,1,True
1800,1035,2046,1,True
1801,1035,2047,1,True
1802,1035,2048,1,True
1803,2049,2050,1,True
1804,2051,2052,1,True
1805,2053,2054,1,True
1806,2053,2055,1,True
1807,2056,2057,1,True
1808,2056,2056,1,True
1809,2058,2059,1,True
1810,2060,1771,1,True
1811,2061,1498,1,True
1812,2061,1499,1,True
1813,2061,1500,1,True
1814,2061,1501,1,True
1815,2061,1502,1,True
1816,2062,1582,1,True
1817,2063,1995,1,True
1818,2064,1995,1,True
1819,2065,1771,1,True
1820,2066,2067,1,True
1821,2068,1771,1,True
1822,2069,1995,1,True
1823,2070,2071,1,True
1824,2072,2073,1,True
1825,2074,2075,1,True
1826,2076,2077,3,True
1827,2078,2079,2,True
1828,2080,2081,1,True
1829,2082,2083,1,True
1830,2084,1771,1,True
1831,2085,372,1,True
1832,2086,1043,1,True
1833,2086,1044,1,True
1834,2087,2088,1,True
1835,2089,2023,1,True
1836,2089,2024,1,True
1837,2090,1995,1,True
1838,2091,114,1,True
1839,2092,1995,1,True
1840,2093,1771,1,True
1841,2094,2095,1,True
1842,2096,2097,1,True
1843,2096,2096,1,True
1844,2098,2099,1,True
1845,2098,2098,1,True
1846,2100,2101,1,True
1847,2102,1498,1,True
1848,2103,196,1,True
1849,2103,393,1,True
1850,2104,2105,1,True
1851,2104,2106,1,True
1852,2107,381,7,True
1853,2108,917,1,True
1854,2109,196,1,True
1855,2109,393,1,True
1856,2110,2111,1,True
1857,2110,2112,1,True
1858,2113,1534,1,True
1859,2113,1535,1,True
1860,2113,1536,1,True
1861,2113,1537,1,True
1862,2114,1118,1,True
1863,2115,2115,1,True
1864,2116,1771,1,True
1865,2117,2118,1,True
1866,2119,1771,1,True
1867,2120,1534,1,True
1868,2120,1535,1,True
1869,2120,1536,1,True
1870,2120,1537,1,True
1871,2121,2122,1,True
1872,2121,2123,1,True
1873,2121,2124,1,True
1874,2125,21,1,True
1875,2126,1389,1,True
1876,2127,1491,1,True
1877,2128,1771,1,True
1878,2129,2130,1,True
1879,2131,1150,1,True
1880,2132,2133,1,True
1881,2132,2134,1,True
1882,2135,1498,1,True
1883,2135,1499,1,True
1884,2135,1500,1,True
1885,2135,1501,1,True
1886,2135,1502,1,True
1887,2136,2137,2,True
1888,2136,2138,2,True
1889,2136,2139,2,True
1890,2136,2136,2,True
1891,2136,2140,4,True
1892,2136,2141,2,True
1893,2136,2142,2,True
1894,2136,2143,2,True
1895,2136,2144,2,True
1896,2136,2145,2,True
1897,2136,2146,2,True
1898,2136,2147,2,True
1899,2148,1217,1,True
1900,2149,2150,1,True
1901,2151,917,1,True
1902,2152,1217,1,True
1903,2153,1498,1,True
1904,2153,1499,1,True
1905,2153,1500,1,True
1906,2153,1501,1,True
1907,2153,1502,1,True
1908,2154,2155,1,True
1909,2154,2156,1,True
1910,2157,21,1,True
1911,2158,2159,1,True
1912,2160,1771,1,True
1913,2161,917,1,True
1914,2162,97,1,True
1915,2163,2164,1,True
1916,2163,2163,1,True
1917,2163,2165,1,True
1918,2163,2166,1,True
1919,2167,2059,1,True
1920,2168,2159,1,True
1921,2169,2170,1,True
1922,2171,376,1,True
1923,2171,2172,1,True
1924,2173,2174,1,True
1925,2175,21,1,True
1926,2176,2177,1,True
1927,2178,2179,1,True
1928,2180,2159,1,True
1929,2181,1771,1,True
1930,2182,2182,12,True
1931,2183,1771,1,True
1932,2184,2185,1,True
1933,2184,2186,1,True
1934,2184,2187,1,True
1935,2188,2189,1,True
1936,2188,2190,1,True
1937,2191,844,1,True
1938,2192,82,1,True
1939,2193,114,2,True
1940,2194,2195,1,True
1941,2196,1995,1,True
1942,2197,1771,1,True
1943,2198,1043,1,True
1944,2198,1044,1,True
1945,2199,109,1,True
1946,2200,1498,1,True
1947,2200,1499,1,True
1948,2200,1500,1,True
1949,2200,1501,1,True
1950,2200,1502,1,True
1951,2201,1043,1,True
1952,2201,1044,1,True
1953,2202,2203,4,True
1954,2204,2205,1,True
1955,2206,2207,1,True
1956,2208,1043,1,True
1957,2208,1044,1,True
1958,2209,2195,2,True
1959,2210,1995,1,True
1960,2211,2212,1,True
1961,2211,2211,1,True
1962,2213,1771,1,True
1963,2214,1771,1,True
1964,2215,2059,1,True
1965,2216,2217,1,True
1966,2218,2219,1,True
1967,2218,2220,1,True
1968,2221,2222,2,True
1969,2223,611,1,True
1970,2224,2225,1,True
1971,2226,97,1,True
1972,2227,2228,1,True
1973,2227,2229,1,True
1974,2227,2230,1,True
1975,2227,2231,1,True
1976,2232,494,1,True
1977,2233,1995,1,True
1978,2234,1534,1,True
1979,2234,1535,1,True
1980,2234,1536,1,True
1981,2234,1537,1,True
1982,2235,2236,1,True
1983,2237,1771,1,True
1984,2238,1771,1,True
1985,2239,2240,1,True
1986,2241,2159,1,True
1987,2242,381,1,True
1988,2243,196,1,True
1989,2243,393,1,True
1990,2244,1771,1,True
1991,2245,2246,1,True
1992,2247,1405,1,True
1993,2248,1534,1,True
1994,2248,1535,1,True
1995,2248,1536,1,True
1996,2248,1537,1,True
1997,2249,2250,1,True
1998,2251,1265,1,True
1999,2252,2253,1,True
2000,2252,2055,1,True
2001,2254,1892,1,True
2002,2255,1,1,True
2003,2255,1899,1,True
2004,2256,1534,1,True
2005,2256,1535,1,True
2006,2256,1536,1,True
2007,2256,1537,1,True
2008,2257,1043,1,True
2009,2257,1044,1,True
2010,2258,1405,1,True
2011,2259,114,1,True
2012,2260,2261,1,True
2013,2262,2263,3,True
2014,2262,1647,3,True
2015,2264,1491,1,True
2016,2265,1,1,True
2017,2266,2159,1,True
2018,2267,1771,1,True
2019,2268,1491,1,True
2020,2269,90,1,True
2021,2270,21,1,True
2022,2271,1405,1,True
2023,2272,2273,1,True
2024,2274,1771,1,True
2025,2275,1771,1,True
2026,2276,381,7,True
2027,2277,1642,1,True
2028,2277,1643,1,True
2029,2277,1644,1,True
2030,2278,1771,1,True
2031,2279,2280,1,True
2032,2279,2281,1,True
2033,2279,2282,1,True
2034,2283,1771,1,True
2035,2284,1,1,True
2036,2284,1899,1,True
2037,2285,1405,1,True
2038,2286,1682,1,True
2039,2287,1405,1,True
2040,2288,2289,1,True
2041,2290,1952,1,True
2042,2291,1405,1,True
2043,2292,1488,1,True
2044,2293,1771,1,True
2045,2294,1405,1,True
2046,2295,94,1,True
2047,2295,95,1,True
2048,2296,2159,1,True
2049,2297,1043,1,True
2050,2297,1044,1,True
2051,2298,47,1,True
2052,2299,2300,1,True
2053,2301,1534,1,True
2054,2301,1535,1,True
2055,2301,1536,1,True
2056,2301,1537,1,True
2057,2302,917,1,True
2058,2303,381,1,True
2059,2304,2305,1,True
2060,2306,1491,1,True
2061,2307,1405,1,True
2062,2308,597,1,True
2063,2309,2310,1,True
2064,2309,2311,1,True
2065,2309,2312,1,True
2066,2309,573,1,True
2067,2309,2313,1,True
2068,2314,2315,1,True
2069,2314,2316,1,True
2070,2314,2317,1,True
2071,2314,2318,1,True
2072,2314,2319,1,True
2073,2314,2320,1,True
2074,2314,2321,1,True
2075,2314,2322,1,True
2076,2323,2159,1,True
2077,2324,1534,1,True
2078,2324,1535,1,True
2079,2324,1536,1,True
2080,2324,1537,1,True
2081,2325,2326,1,True
2082,2325,2327,1,True
2083,2328,1043,1,True
2084,2328,1044,1,True
2085,2329,2330,1,True
2086,2331,47,1,True
2087,2332,1383,1,True
2088,2333,2334,1,True
2089,2335,2336,1,True
2090,2337,2338,1,True
2091,2339,114,3,True
2092,2340,2341,1,True
2093,2342,1771,1,True
2094,2343,2344,1,True
2095,2345,1150,1,True
2096,2346,109,1,True
2097,2347,1534,1,True
2098,2347,1535,1,True
2099,2347,1536,1,True
2100,2347,1537,1,True
2101,2348,2349,1,True
2102,2350,935,1,True
2103,2350,936,1,True
2104,2351,2130,1,True
2105,316,2352,1,True
2106,316,135,3,True
2107,2353,2354,1,True
2108,2353,2355,1,True
2109,2353,2356,1,True
2110,2357,917,1,True
2111,2358,1534,1,True
2112,2358,1535,1,True
2113,2358,1536,1,True
2114,2358,1537,1,True
2115,2359,2360,1,True
2116,2361,808,1,True
2117,2362,1392,1,True
2118,2362,1393,1,True
2119,2363,1749,1,True
2120,2364,2365,1,True
2121,2366,2367,1,True
2122,2368,1405,1,True
2123,2369,114,4,True
2124,2370,2371,1,True
2125,2372,2373,1,True
2126,2374,1771,1,True
2127,2375,2159,1,True
2128,2376,2377,1,True
2129,2378,611,1,True
2130,2379,21,1,True
2131,2380,1771,1,True
2132,2381,2382,1,True
2133,2383,316,1,True
2134,2383,2384,1,True
2135,2385,2386,1,True
2136,2387,1771,1,True
2137,2388,2382,1,True
2138,2389,2382,1,True
2139,2390,2382,1,True
2140,2391,2392,1,True
2141,2393,2394,1,True
2142,2393,2395,1,True
2143,2393,2396,1,True
2144,2393,2393,1,True
2145,2393,2397,1,True
2146,2398,2399,1,True
2147,2400,2382,1,True
2148,2401,2382,1,True
2149,2402,2403,1,True
2150,2404,2405,1,True
2151,2406,2382,1,True
2152,2407,2408,1,True
2153,2409,2382,1,True
2154,2410,2411,1,True
2155,2410,2412,1,True
2156,2413,2382,1,True
2157,2414,2415,1,True
2158,2416,381,2,True
2159,2417,1405,1,True
2160,2418,1852,1,True
2161,2418,1853,1,True
2162,2419,1534,1,True
2163,2419,1535,1,True
2164,2419,1536,1,True
2165,2419,1537,1,True
2166,2420,2421,1,True
2167,2422,1534,1,True
2168,2422,1535,1,True
2169,2422,1536,1,True
2170,2422,1537,1,True
2171,2423,2382,1,True
2172,2424,2382,1,True
2173,2425,1405,1,True
2174,2426,2382,1,True
2175,2427,2428,1,True
2176,2427,2429,1,True
2177,2427,2430,1,True
2178,2427,2431,1,True
2179,2432,2382,1,True
2180,2433,2382,1,True
2181,2434,21,1,True
2182,2435,1405,1,True
2183,2436,2437,1,True
2184,2438,2439,1,True
2185,2440,734,1,True
2186,2440,735,1,True
2187,2440,736,1,True
2188,2441,2382,1,True
2189,2442,2443,1,True
2190,2444,2382,1,True
2191,2445,387,1,True
2192,2446,90,1,True
